content,label,rating
Mickies is the best breakfast joint in Madison.   Been going Mickie's for 20 years and have never been disappointed with the experience.   Favorite dish is the bacon scrambler.,1,1
The scrambler is delicious and it's only 7 dollar (big portion!) And the people here are friendly too. We were lucky enough to get free blueberry cake from them :),1,1
"Pull up a chair, son and let me tell you about The Scrambler.  It begins, like so many breakfasts do, with a plate of hashbrowns and about four scrambled eggs.  But that's just the start.  Sprinkle those eggs with your choice of meat (bacon, ham, or sausage) and cover the whole thing with cheese.  Wait, you think we're done?  Not yet, boyo.  There's still some sausage gravy to top the whole thing off.    All this with a milkshake.  Consistently voted best breakfast in the Big Ten, it's the perfect hang-over food.",1,1
"The most unhealthy place I have ever eaten. The scrambler is insane! Eggs + meat + cheese. Oh my lord it's huge. If you can handle the cholesterol spike, go.",1,1
"What once was a bi-weekly weekend breakfast staple in my undergraduate years, now is a faint memory of coffee malts, scramblers of old, and nostalgic-tasting (mediocre) coffee in just as nostalgic of a mug.  The cash-only, stand-and-wait-for-days line, is part of the experience. I recall shivering fall and winter Sunday mornings after a Saturday of exhausting UW Marching Band  insanity, longing for a coffee malt and hot coffee on the side.   Favorites include the legendary scrambler: Green peppers, onions, mushrooms, cheddar and pepper jack cheese with gravy on the side and Frank's hot sauce. My mouth waters instantly at the the thought!  Coffee cake is yummy, malts and shakes are out of this world tasty, pancakes are classic and plate-size (try the chocolate chip and banana walnut combined, if they still offer walnuts...just ask!). French toast is standard and sweet to the max!   And lest we not forget, Mickies DOES have lunch/dinner options, even if they're not open late! A late morning cheeseburger or reuben? You're darn tootin'!  If you're looking for pristine, uber-clean, and snazzy. Go away. The charm of Mickies is it's long line, 'whad'l'ya have"" staff that doesn't have time to chit chat, and stick-to-your-ribs Midwestern diner-style breakfast.  Go. Go now. Go later. Go yesterday. Just go!",1,1
Had a dream last night about their homemade strawberry rhubarb coffee cake...  And strong coffee too!,1,1
"Not only huge portions, but also delicious food. The service is quick. Even during weekend lunch time, the wait time was reasonable and the service was very homely. The attendant helped to get right dishes - based on the dietary preferences. The only flipside is : they accept ONLY cash...Overall hidden gem (may be known only UW students)",1,1
Excellent service and the food was amazing. Came in at first opening and had the Scrambler with bacon. Absolutely fantastic.,1,1
"Get... - a milkshake (a good, old fashioned milkshake, not something you'd get at culverts)  - the griddle pancake (I don't even like pancakes, but these are the bomb diggity!) ...and you'll love this place.   The scrambler and the omelettes are alright, average diner food. Their sweet potato fries are just ok as well, but the fact that Mickey's serves sweet potato fries at all is at least a step in the right direction.",1,1
"Awesome place! We fed two adults and one child for $11, and filled our to-go box. Servings are huge and the food is pretty good, not too greasy. Oh, and only order one pancake, they are big!",1,1
"Go early. Friendly, helpful waitstaff, reasonable prices, slightly overwhelming menu. The scrambler and yanks are really good, as is the coffee and OJ. Friends liked the corned beef hash.",1,1
"Before this past Saturday, I have never waited outside of Mickies and have considered myself extremely fortunate.  During my last trip, our group had to wait for about 10 minutes.  Our table was crammed up to the radiator next to the main window.  There were people bumping into us everywhere.  I LOVE MICKIES!  Our service has been prompt in the past.  During this trips ""swamped"" time, our service was not slacked at all.  Our waitress (who my wife and I have had several times before) was legitimately happy to see us and kept our drinks filled the entire time despite the hectic population.  For breakfast (though it was lunch time, I can not live without breakfast) the Scrambler is king.  Do it any way you want.  You can not lose at Mickies.  As long as this cornerstone of Madison is here, I will be a happy patron.",1,1
"Old-fashioned, no-nonsense diner.  Has the old menus on the walls.  Can sit on a swivel stool at the counter.  I got the omelet special which came with a too-big portion of home fries and coffee.  Very tasty.  I'd go back again when I'm in town, and staying at Hotel Red next door. Cash-only!",1,1
"Love the old school charm of the place! Had a corn bread pancake, a serve of griddle and the reuben omelette. The omelette comes highly recommended and it does live up to its reputation! Friendly service and homely atmosphere. It's cash only though.",1,1
"Mickies sure is great... friendly staff, large amounts of food and decent prices. I always eat too much and feel sick after (which isn't their fault, I just need to chew more)",1,1
"Busy place, there may be a waiting line.  Cash only and four of us ate at the counter ...starting with homemade blueberry and an apple cinnamon coffee cake.... they both were delicious!  The breakfast scrambler with the gravy was quite amazing; the pancake I would not recommend; corn beef hash was quite enjoyable; the French toast was good, yet eggy; the omelette made to order was quite large and tasty for the price.  If I were in the area again I would go back in a heartbeat!",1,1
I used to go to Hubbard Ave for breakfast. This is now my #1.,1,1
"Just had spectacular mid morning breakfast, Scrambler! Shared it with my daughter who is checking out campus. We got blueberry crumb cake to go bc we didn't have room for more. My favorite things were our very friendly waitress and that we didn't smell like breakfast when we left! Great ventilation!",1,1
"OMG! OMG! I fell in love with this place as soon as I walked in.  I don't think the place has been remodeled since the 40's and Mickies, please don't, it looks fab. I started out with the Chili Mac Soup, OMG it's the best I ever had.  My eldest got the Milk Shake, pancakes and tatters, I got the scrambler.  OMG, OMG the food was HUGE!  I am a big gal and I could not even finish half of my meal. The pancakes could wrap a mans hands they were so big.  They serve Pepsi products which is an excellent choice.  The waitress we had was friendly and help me with my order.  I just love this place!",1,1
"I have 1 word for you: Scrambler! This place is great. A tucked in little ""old time"" cafe. some of the best big plate breakfast choices you will find in the Madison area. I always get the signature breakfast item, the Scrambler.  It is multiple eggs combined with your choice of 1 item (or more for extra) including but not limited to, sausage, bacon, peppers, onion, mushroom....you name it pretty much and they will throw it in this fantastic concoction. All this on top of yanks (sliced soft potato's) covered is brown breakfast gravy and a ton of cheese!!!!!!!!! With bread. A ton of cheese, yes please!!!!!!!!!! A word to the wise, prepare yourself for a wait to sit down on the weekend, and football season is mad crazy since this little cafe is next to Camp Randall. On the week day, you should be just fine getting a decent booth seat.  Fast service all the time, even when they are packed full.  If your in Madison, you have to hit this place up for Breakfast!",1,1
"Huge portions!!! Their scramblerd are extremely big! I can usually take some to go. their milkshakes are tasty as well. There's  usually a line of you go at brunch time, but anytime after 1 there's no wait. Remember its cash only",1,1
"Given name by a student. Sat at the counter. In a nutshell, the scrambler was awesome and I couldn't finish mine. Cash only but worth the stop at the ATM prior to waiting in the quick moving line outside.",1,1
"This place has a very unique old school atmosphere.  I had the scrambler which was giant and good!  More than a grown man can eat in one sitting.  They only take cash; however, there is an ATM for you to use.",1,1
"It IS as good as everyone says! Especially those heavenly pancakes! There's more to this place than just the tradition, the food really is great. I have had the red fish sandwich, BLT, corned beef, Reuben, burger, strawberry pancakes, banana pancakes and cheese curds. Everything is delicious and you get your food FAST.",1,1
"I came here with the BF for breakfast and was expecting the worst since I'm not really a fan of these counter style breakfast places where everyone seats themselves and are packed in like sardines. When we got there it was utter chaos but the gods must have been watching over us because we spotted a hidden empty table and sat down immediately (much to the dismay of the other people who were waiting and didn't see the table bwahahaha). Our waitress was super friendly and reminded me of Sarah Palin (I didn't hold that against her). The BF ordered the Scrambler with bacon and sausage with a small glass of chocolate milk. I was shocked by how much food that was and was even more shocked by how delicious it turned out. I got the blueberry pancakes with a side of sausage and home fries. These were the biggest, most dense pancakes ever. I was very proud that I was able to almost finish one of those beasts. I took the rest to go and enjoyed them later as a post breakfast/pre lunch snack. All in all we were both very pleased by our meal and the price was very reasonable considering how much food we got.",1,1
"Ah, the coffee cake!! I miss the blueberry coffee cake so bad .. I haven't had it in a while. You can taste the ""home-made"" and ""they know what they're doing"" in the coffee cake.   I've also eaten breakfast there. I had a giant oriental omelet with ""yankee"" (hash brown type of thing) on the side. As it was suggested, I had the omelet with soy-sauce ... it makes sense with the ""oriental omelet,"" right? So right. I loved it. My friend's gynormous  pancake was moist and fluffy and delicious, too. Both of us couldn't finish our meal, so we the took the rest of it home.   If you plan to be there on a weekend morning, go early, otherwise bunch of hung overs like yourselves are going to be there and the wait can be pretty long.",1,1
"This diner-style joint is at the center of food quality, service, and value for your money. It might not be the type of place you would take a special guest, but it's a great stop over on a lazy Sunday morning with family or friends.  The scrambler is always good, and big enough to split between two people. Pancakes are giant-sized, cakey, and make excellent leftovers. My go-to items are the blueberry coffee cake, a side of bacon, and the refillable coffee. I can always count on the coffee. Game days are usually really crowded, but the line moves along pretty quickly.",1,1
"It's so simple, or so it seems... but it's amazing how many people manage to screw up eggs, meat, potatoes, pancakes, french toast, and the rest of the breakfast experience. For what it serves, Mickies Dairy Bar does it perfectly... every single time.",1,1
"If you want to time travel a bit, put Mickies on your list. Just make sure you get there early, because this Madison institution often has a line out the door.   There's not a whole lot that's changed about Mickies since it opened in the 40s; the booths and counter look original, and the prices are still quite low (though they have gone up considerably from the original menu board offering breakfasts from 20-50 cents).   Things I can pretty much guarantee: - it'll be busy - you'll leave full - your items will be made fresh and won't come from a container - you won't regret the milkshake you just ordered with your breakfast  I'm serious about that last point - this is the only place where it feels right to enjoy a creamy blend of milk and ice cream along with your bacon and eggs.   There's a reason Mickies has been open continuously for nearly 60 years; go see why for yourself.",1,1
"I've heard a ton about Mickies since I've moved to Madison, and I'm glad i finally got to try it out! It's an old-styled diner, and fairly cheap for the huge portions. I highly recommend trying out the Scrambler, which is basically just a huge mixed portion of breakfast foods. I've never seen anything like it before in any brunch diner, so that was really unique! I personally got French Toast topped with strawberries, which was delicious!  It's always pretty busy - I went at 11 AM on a pretty snowy day, and I got one of the last booths available. I would always expect a bit of a wait if you're going around brunch time, but I think it's well worth it. Perhaps with a few more visits, I would be able to put this at 5 stars!   Finally, I've heard their shakes are amazing, so I would certainly try them out if you're a fan of shakes! Would definitely recommend trying it out if you're in town and want a quick brunch!",1,1
"This is a pancake-enthusiasts heaven, at least in my opinion. The banana nut pancakes are just divine- I've ate a lot of pancakes in my days and these are like my absolute favorite. Dense, moist, delicious. I've had a bit of the scrambler, stolen bites from family members, and that tastes just as amazing as the pancakes.  Would 100% recommend this place to all Madisonians, Wisconsinites and all Americans, in general.  Good coffee, good service. Only thing is- remember cash!  Mickie's will always be my go-to breakfast place in Madison.",1,1
"Hands down, this is the best breakfast/brunch place in all of Madison (because I've never been there for dinner).  If you're looking for a big, hearty breakfast at a cheap price, Mickies Dairy Bar is the way to go. I highly recommend the scrambler, a huge egg-fiasco with your choice of ingredients. By the way, it's huge. But, truth be told, anything and everything on their breakfast menu is fabulous. I love the banana cinnamon nut pancakes, the steak and eggs, the french toast, and their omelettes (forgot which omelettes I had, but I assure you they're all good).  Anyways, my advice is to go to Mickies Dairy Bar with an empty stomach and a hungry appetite because sometimes you might just want to order more than one thing. I will forewarn you that you might have to wait a bit on Saturday mornings, but it'll be worth it for sure.",1,1
"This has long been a favorite for me, and is now so for my son as well. Standing order if a buttermilk pancake, bacon, fruit, and OJ for him and it's the perfect size breakfast for a growing boy. Standing order for me is a cornmeal pancake, patty sausage, yanks with onions and jalapenos, and an iced tea. I usually have some left overs, which is fine because it's such an affordable place. It's an old place with TONS of character (some of which is not great...tiny bathroom...). We always try to sit at the counter, but frequently the restaurant is PACKED and you may not have a choice of where to sit. As long as you party isn't too large and the line isn't too long it's probably worth waiting, but good luck on game day.   When I was working on campus I used to pop in here for lunch about once a week or so and it was always great for lunch as well. Soups were delicious, hearty, and warming on those cold winter days; highly recommended.   Really I've enjoyed most everything I've had at Mickies and never been there with anyone that felt differently. The one exception may be the french toast, which was VERY eggy.   It's a 'greasy spoon' in all the right ways. Definitely worth a look!",1,1
Awesome! Be warned.... must bring cash!!! But don't worry there is an atm right outside. Parking was a bit of a pain. If you find a spot. Park and walk there. Otherwise you'll be circling.  The portions are huge!!!! We had leftovers. Really this was a bang for your buck. Our waiter was not quite awake yet but did an awesome job. Friendly people. One note is the menu is on the wall and it's seat yourself. Enjoy that American diner feel with most dishes for breakfast at least under $10. Classic.,1,1
My best friend brought me here one morning while I was visiting her in Madison- we basically stuffed ourselves silly. She ordered the scrambler and I ordered chocolate pancakes. We both got milkshakes with her breakfast because which were delicious and thick. We arrived early before a rush and could see the line going up the street for people waiting to eat. Definitely want to visit again. The staff was friendly and helpful. Cash only too FYI.,1,1
We usually go to Stacks  and wanted to try something new.  This is a great breakfast spot. Expect to wait a while but worth it.  Omelettes and pancakes were excellent.  Portions are massive.  Shakes are good.  Try the cinnamon roll!! The inside is cramped and bathroom is nasty so be forewarned.  Staff was really friendly. Great value.  Definitely will repeat.,1,1
"Best Breakfast and Bang for Your Buck  Well there is no way that this joint is not 5 Stars. I've been here once and I don't care I feel confident with my assessment. Friendly service, huge portions, and very wallet/Purse friendly. I'm not going to long winded with this review because this is simple folks. pancakes bigger than my hand see my pic. Some of the best home made  cornbeef hash I had and the price is crazy cheap. More beef than hash for sure. A meal like this at home in Ft. Lauderdale with the portion served to me would cost at least 18 to 20 bucks. Easy. Here with coffee $12.25. The buttermilk pancake was nice and fluffy and I just put syrup on it and no butter and it was excellent.   Ambiance.  No nonsense mom and pop old style joint goes to college.   That about sums it up.  Verdict  You should already be walking, biking, running, taking a cab, a bus or driving here before you finish reading my review. LOL.  Stay Hungry!",1,1
Always must stop in for Sunday breakfast on our Madison visits to the Arboretum.  Everything the prepare is amazing & the ambiance is the best experience,1,1
"Thanks to our FL neighbor, a Wi Native, we came! Just the ambiance itself is worth the stop. Love the 1950's signs & prices ;) I'm doing a (Thank God! It's HUGE) Banana Nut Pancake, my husband got the Egg & Pork Chop special...no way we finished either of them. The pancake was enormous with an abundance of nuts & banana slices. His pork chops (2) were tender & delicious. Why would college students sign up for the meal plan? Their folks should just send them here! Lots of character - even the ladies room. This is a must-do WI spot (after finding all the FLW structures)",1,1
Large portions! Especially the scrambler the pancakes were good very large good selection of sandwiches also. They only accept cash. Go at an off time so you don't have to wait in line. Good shakes and the waiters are friendly. Nice cozy atmosphere.,1,1
This place is so cool! James my 10 year old and I stopped here for pancakes and they were just yummy!  Atmosphere is very old school cafe with red stools and checkerboard flooring.. The menu is on boards over the pick up area in the kitchen.  Our waitress Stephanie was quick and super friendly.  We will be back!,1,1
"Banana nut pancakes were huge...should have ordered just one (and I am a big man - 6'4"").  Loved the cinnamon rolls, which had the perfect amount of frosting and were fresh and warm. ..perfect with the cup of joe.  My wife had an omelette made to order...not too bad.  The home fries were a bit heavy and ""mealy"" - I like mine crispy on the outside.  Overall, a great amount of good food for the dollar.",1,1
"Ate breakfast here with some UW friends before we drove back to Illinois because they hyped it up quite a bit. Boy, did it live up to the hype! It's definitely a no-frills place, but when the food and service are so good you really don't need any other bells and whistles.  Ordered a scrambler with corned beef. It was awesome and the portion was huge! It was literally enough food for 3 meals. The price was well worth it and service was quick and friendly. The huge pile of leftovers I had still tasted good for dinner that day!  Would recommend this place if you're looking for a good breakfast in Madison! I heard it gets pretty busy a lot of the time, but if you can get a spot it's worth it!",1,1
Great food.  Huge portions.  Quick service.  Amazing prices.  There is good reason why people line up out the door to get in,1,1
If Mickies was not on campus I am not sure if it would make it like it does but it fits perfectly into student world. Huge mounds of food for cheap and seat yourself atmosphere that makes this place feel perfect for any poor college student or alum who wants to pretend they are still in school. The fact that they do not take credit cards is a pain but only adds to the feel of the place. Somehow it all feels right at Mickies.,1,1
"On this (of many past) occasion I got 2 huge whole grain pancakes and a monster sized veggie omelet with toast for just a bit over $12 and it was amazing! Filling is an understatement! It hit the spot and then some lets just say that much. Plate sized, hot thick pancakes full of fluffy flapjack goodness on one plate and then a plain omelet stuffed with 6, yes 6 veggies (of my choosing) on the other. Service was fast and friendly despite a fairly busy Thursday morning (8am) I was please with this experience on many levels! It saddens me to be relocating 2000 miles away by the end of the month for work! I will miss Mickies dearly!",1,1
"Love this place! Unfortunately my pancakes are sometimes undercooked, but otherwise everything else is really good and service is surprisingly fast considering how busy they are.",1,1
"Worth the lines.  Try the scrambler--remember to share it with another person, it's nearly impossible to finish yourself.  Can't go wrong with anything off their menu here.  Cash only, tip well!",1,1
"Easily my favourite breakfast place in Madison. Portions of food are plentiful, staff is friendly, and it's right by Camp Randall. If you get there early enough their cinnamon rolls are. I definitely recommend the scrambler (3 eggs, your choice of ingredients, and breakfast potatoes underneath).",1,1
"Pb milkshake, blueberry pancakes, and the scrambler. All delicious and it was a ton of food!",1,1
"Being from NYC, you never get to see this kind of restaurant.  The whole neighborhood, college town, friendly, homegrown atmosphere is very lovely and hard to come by.  As early as we came on a Sunday and with a party of 2, we still had to wait for a seat.  Anything more than 2 would've been hard to get a table for.  We took our seats at the breakfast and were quickly greeted with coffee and a friendly smile.  The menu is simple American breakfast food; you get your eggs, sausage, bacon, pancakes, etc.  It's wonderful to see the original menu still up on the wall from oh so many years ago.  We took the plunge on the scrambler.  SHARE THIS!  It was such a huge dish for one person, almost to point of wastefulness.  We made sure to share so we won't end up hating our meal.  We ended the meal with a shake to go.    Nothing but good feelings about this place for a big breakfast and hometown feel.",1,1
"A Madison favorite, spitting distance from Camp Randall. My favorite is the Ruben omelette. Great coffee.",1,1
My favorite brunch place in Madison! Has the best coffee in the world! The scarmbler is very tasty and large portion. It is always crowded on weekends,1,1
"I haven't lived in Madison for 10 years, but I still fantasize about the Scrambler and the blueberry pancakes.  I lived at the Regent and this is where I'd sober up after a night out or fuel up after a row.    Your best bet is to get there early.  You'll want to stand over tables like a hawk, gawking at the patrons as if to say ""Come on, finish that last bite and get out of here so I can have your table.""  Actually make them feel uncomfortable.  They will leave.  You will eat.  All will be well.  My first time at Mickey's I learned about the pancakes from an Indiana fan.  He was there for an away football game.  He ordered pancakes and put them into plastic ziplocks to bring back to Indiana for his wife.  Yes, they are that good.",1,1
"Love it- its like a trip back to the 50's (I think?)  If you are a diner fan, you should make a stop here. Even if not, who doesn't like the occasional greasy spoon?  The breakfast here is great and classic. Scramblers are a good choice.  FYI - It gets really busy on weekend mornings.",1,1
"I always go for the scrambler,milk shakes, and coffee for Sunday brunch.  Really cozy diner which is unique to Madison.",1,1
"I could write a review with just three words....and they would be: Try the scrambler.   But alas, I'm honest and have to say I've really never had the scrambler at Mickies. Oh I've seen plenty of them but I always chose to order their delicious pancakes instead. So, on that note, order pancakes. Any flavor will do, they are all incredible. Special attention should be paid to their pumpkin variety when in season.   As others have said, the food is quite affordable, service very sweet (a la your grandmother's kitchen) and man it can get crowded on the weekends. And if you're feeling really great one day, definitely get a milkshake. Mmmmm.",1,1
"Had the opportunity the finally go to Mickie's dairy bar. Wow what a place! Love the diner atmosphere,eating at the counter close quarters, the buzz of the customers enjoying their delicious food. To those who have been dining there for decades or even weeks, this is nothing new.  But for me a first time customer....Wow Great atmosphere,great food and great people. Going to eat there often.",1,1
Good: 1: Hot babes! 2: Delicious wings & fries! 3: Cheap ice cold brewskies! 4: Fun casino! 5: Coupons in Las Vegas Advisor and North American Casino Guide.  Bad: 1: Pool area gutted: being renovated. 2: Long walk to restaurant. 3: Mad Onion only open weekends. 4: Player Club under previous owner was more generous.,1,1
I love hooters. I have stayed hear quite a few times. I have no complaints. Everyones really nice and we got a awesome deal on the room price.,1,1
"People that complain about this place has champaign taste with beer money.     It's a really nice place for $20 a night.     24 hour pool, you can't beat that!",1,1
It's cheap! Duh! That's the whole reason we stayed here... Plenty of other things in Vegas are expensive... Why shell out for a bed and pillow! That being said... The room was kind of gross and run down. But the bed was comfy. The casino is small but we had a fun time playing in it. Basically you get what you pay for here. And that's all right with me. We would more than likely stay again.,1,1
"2pm lunch, good service. We got the 50 pieces wings and sause on the side. Spring Break 2014!!",1,1
The new manager Chris that  I met last week was a huge help and super cheerful. Probably one of the best managers they have had in a while. Keep up the great work bud!,1,1
"I was hammered when I got here and we wandered right in for 25 cent wings after midnight. We ordered 150 of them and fed the homeless guy who was next to us. We left full and happy and as we walked out, they were blaring Journey, so we scream-sang at the top of our lungs.  The girls weren't any better or worse than the rest of the strip and the inside looks like, duh, a Hooters. If you don't know what you're signing on for here, go elsewhere.",1,1
"The hotel itself was dated, but they do have decent restaurant and nice looking girls.  With the price you are paying, you won't get a five star ambience, come on, 80 (including the resort fee) per day or less for a low season.  The only caution I would give is that some customers who stay there don't look normal.  But other than that, nice girls, nice pool, ok food, ok casino.  What more can you ask for living a block away from strip and paying less than half of the price of most hotels' or motels' costs?  I can guarantee that motel 6 or howard johnsons are most definitely not comparable to here.  It is safe to live here and convenient if you happen to need to come to Vegas for business trip or just for weekend get away..",1,1
